date,description,amount,transaction_type,account_name,category,source_dataset,description_clean,date_month,date_day_of_week
2018-07-12,Internet Service Provider,153.89,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,internet service provider,7,Thursday
2018-05-22,Brewing Company,183.74,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,brewing company,5,Tuesday
2021-08-06,Ever mrs.,134.99,expense,unknown,Income,Personal_Finance_Dataset.csv,ever mrs,8,Friday
2024-12-11,Remember carry.,121.52,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,remember carry,12,Wednesday
2018-03-27,Roadside Diner,83.93,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,roadside diner,3,Tuesday
2019-01-28,State Farm,26.38,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,state farm,1,Monday
2019-01-18,BP,72.14,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,bp,1,Friday
2018-05-25,Shell,28.85,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,shell,5,Friday
2019-11-01,Credit Card Payment,77.97,credit,Silver Card,Shopping,aug_personal_transactions_with_UserId.csv,credit card payment,11,Friday
2018-09-30,Brunch Restaurant,86.69,credit,Checking,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,brunch restaurant,9,Sunday
2019-09-02,Grocery Store,110.24,credit,Silver Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,grocery store,9,Monday
2022-02-10,Onto site both change note.,227.36,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,onto site both change note,2,Thursday
2019-08-30,Starbucks,99.99,credit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,starbucks,8,Friday
2019-05-15,Hardware Store,29.27,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,hardware store,5,Wednesday
2018-08-20,State Farm,60.64,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,state farm,8,Monday
2019-07-11,Japanese Restaurant,154.23,debit,Silver Card,Haircut,aug_personal_transactions_with_UserId.csv,japanese restaurant,7,Thursday
2019-10-21,Credit Card Payment,8.36,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,credit card payment,10,Monday
2019-07-24,Credit Card Payment,113.38,debit,Checking,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,7,Wednesday
2019-11-06,American Tavern,148.69,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,american tavern,11,Wednesday
2018-05-29,Grocery Store,36.66,credit,Silver Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,grocery store,5,Tuesday
2018-04-05,Amazon,176.77,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,amazon,4,Thursday
2019-09-04,BP,8.68,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,bp,9,Wednesday
2020-12-14,Draw police.,916.14,expense,unknown,Shopping,Personal_Finance_Dataset.csv,draw police,12,Monday
2019-01-29,Internet Service Provider,179.01,debit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,internet service provider,1,Tuesday
2019-03-13,Credit Card Payment,93.78,debit,Checking,Home Improvement,aug_personal_transactions_with_UserId.csv,credit card payment,3,Wednesday
2021-12-28,Suffer team.,4596.0,income,unknown,Other,Personal_Finance_Dataset.csv,suffer team,12,Tuesday
2018-07-20,Spotify,74.39,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,spotify,7,Friday
2024-05-23,Third rich hospital.,90.44,expense,unknown,Health & Fitness,Personal_Finance_Dataset.csv,third rich hospital,5,Thursday
2019-04-19,Roadside Diner,40.87,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,roadside diner,4,Friday
2019-08-15,American Tavern,162.19,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,american tavern,8,Thursday
2019-09-01,Biweekly Paycheck,5.71,credit,Checking,Auto Insurance,aug_personal_transactions_with_UserId.csv,biweekly paycheck,9,Sunday
2019-08-24,Credit Card Payment,84.86,debit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,credit card payment,8,Saturday
2018-10-13,Starbucks,34.85,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,starbucks,10,Saturday
2019-02-20,Power Company,111.94,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,power company,2,Wednesday
2019-02-14,Credit Card Payment,184.4,debit,Silver Card,Entertainment,aug_personal_transactions_with_UserId.csv,credit card payment,2,Thursday
2018-12-08,Bojangles,85.68,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,bojangles,12,Saturday
2018-06-08,City Water Charges,3.71,credit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,city water charges,6,Friday
2018-04-21,Roadside Diner,97.44,debit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,roadside diner,4,Saturday
2019-07-09,Brewing Company,99.24,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,7,Tuesday
2018-08-18,Power Company,164.16,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,power company,8,Saturday
2019-05-14,Belgian Restaurant,165.2,debit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,belgian restaurant,5,Tuesday
2021-06-14,Occur college herself.,673.39,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,occur college herself,6,Monday
2019-04-07,Movie Theater,62.18,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,movie theater,4,Sunday
2018-02-14,Gas Company,107.59,credit,Checking,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,gas company,2,Wednesday
2019-09-22,Biweekly Paycheck,92.88,debit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,biweekly paycheck,9,Sunday
2018-08-05,Mortgage Payment,148.21,credit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,mortgage payment,8,Sunday
2019-04-10,Hardware Store,101.39,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,hardware store,4,Wednesday
2024-04-04,Water yourself trade someone.,591.0,income,unknown,Other,Personal_Finance_Dataset.csv,water yourself trade someone,4,Thursday
2019-11-16,Biweekly Paycheck,47.35,debit,Checking,Income,aug_personal_transactions_with_UserId.csv,biweekly paycheck,11,Saturday
2018-06-12,Starbucks,66.33,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,starbucks,6,Tuesday
2018-05-08,Starbucks,183.83,debit,Platinum Card,Entertainment,aug_personal_transactions_with_UserId.csv,starbucks,5,Tuesday
2019-04-06,Grocery Store,139.67,debit,Checking,Electronics & Software,aug_personal_transactions_with_UserId.csv,grocery store,4,Saturday
2018-03-07,City Water Charges,163.08,credit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,city water charges,3,Wednesday
2018-02-24,Greek Restaurant,49.63,credit,Checking,Credit Card Payment,aug_personal_transactions_with_UserId.csv,greek restaurant,2,Saturday
2018-12-05,BP,137.31,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,bp,12,Wednesday
2018-02-24,Grocery Store,106.56,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,grocery store,2,Saturday
2018-08-31,American Tavern,82.8,credit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,american tavern,8,Friday
2018-04-25,Credit Card Payment,34.99,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,4,Wednesday
2019-01-17,Mortgage Payment,11.0,debit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,mortgage payment,1,Thursday
2018-12-15,Starbucks,171.28,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,starbucks,12,Saturday
2018-04-01,BP,158.17,credit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,bp,4,Sunday
2019-01-17,Seafood Restaurant,24.28,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,seafood restaurant,1,Thursday
2019-01-18,American Tavern,121.27,credit,Platinum Card,Income,aug_personal_transactions_with_UserId.csv,american tavern,1,Friday
2019-07-09,State Farm,127.79,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,state farm,7,Tuesday
2019-09-08,Grocery Store,166.02,credit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,grocery store,9,Sunday
2018-12-03,Mortgage Payment,1209.18,debit,Checking,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,mortgage payment,12,Monday
2020-01-24,Starbucks,43.52,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,starbucks,1,Friday
2018-04-13,Belgian Restaurant,56.78,credit,Platinum Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,belgian restaurant,4,Friday
2018-08-27,Grocery Store,99.38,debit,Platinum Card,Home Improvement,aug_personal_transactions_with_UserId.csv,grocery store,8,Monday
2019-08-21,Shell,184.65,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,shell,8,Wednesday
2019-08-16,City Water Charges,35.0,debit,Checking,Bills & Utilities,aug_personal_transactions_with_UserId.csv,city water charges,8,Friday
2019-03-06,Spotify,27.29,debit,Platinum Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,spotify,3,Wednesday
2019-10-13,Biweekly Paycheck,116.37,credit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,10,Sunday
2019-10-04,Brewing Company,90.53,credit,Silver Card,Entertainment,aug_personal_transactions_with_UserId.csv,brewing company,10,Friday
2019-08-05,Gas Company,50.38,debit,Silver Card,Groceries,aug_personal_transactions_with_UserId.csv,gas company,8,Monday
2019-05-24,Credit Card Payment,26.5,credit,Silver Card,Gas & Fuel,aug_personal_transactions_with_UserId.csv,credit card payment,5,Friday
2019-06-29,Credit Card Payment,22.37,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,6,Saturday
2019-02-05,Hardware Store,170.04,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,hardware store,2,Tuesday
2019-06-10,Amazon,106.36,credit,Platinum Card,Alcohol & Bars,aug_personal_transactions_with_UserId.csv,amazon,6,Monday
2019-06-21,Biweekly Paycheck,2000.0,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,biweekly paycheck,6,Friday
2018-06-13,Biweekly Paycheck,120.48,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,6,Wednesday
2021-02-19,Voice sense current meeting matter.,804.0,income,unknown,Investment,Personal_Finance_Dataset.csv,voice sense current meeting matter,2,Friday
2018-09-11,Grocery Store,199.65,debit,Silver Card,Home Improvement,aug_personal_transactions_with_UserId.csv,grocery store,9,Tuesday
2018-12-01,Gas Company,80.73,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,gas company,12,Saturday
2018-03-25,Netflix,132.45,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,netflix,3,Sunday
2018-09-03,Starbucks,24.83,credit,Silver Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,starbucks,9,Monday
2019-09-19,Barbershop,58.65,credit,Platinum Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,barbershop,9,Thursday
2018-07-19,Hardware Store,179.3,credit,Silver Card,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,hardware store,7,Thursday
2019-01-22,Roadside Diner,102.89,credit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,roadside diner,1,Tuesday
2018-04-04,Spotify,177.14,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,spotify,4,Wednesday
2019-01-13,Biweekly Paycheck,162.27,debit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,biweekly paycheck,1,Sunday
2019-05-15,Biweekly Paycheck,186.95,credit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,biweekly paycheck,5,Wednesday
2019-05-17,Grocery Store,88.01,credit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,grocery store,5,Friday
2018-09-07,Sushi Restaurant,54.63,credit,Silver Card,Income,aug_personal_transactions_with_UserId.csv,sushi restaurant,9,Friday
2019-02-26,Biweekly Paycheck,194.07,credit,Silver Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,biweekly paycheck,2,Tuesday
2018-08-29,Grocery Store,138.77,credit,Platinum Card,Internet,aug_personal_transactions_with_UserId.csv,grocery store,8,Wednesday
2018-08-10,Phone Company,89.4,debit,Checking,Mobile Phone,aug_personal_transactions_with_UserId.csv,phone company,8,Friday
2019-07-26,Biweekly Paycheck,77.99,debit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,7,Friday
2018-07-05,Amazon,212.32,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,amazon,7,Thursday
2018-05-23,Biweekly Paycheck,7.57,credit,Silver Card,Auto Insurance,aug_personal_transactions_with_UserId.csv,biweekly paycheck,5,Wednesday
2019-04-25,Internet Service Provider,75.0,debit,Checking,Internet,aug_personal_transactions_with_UserId.csv,internet service provider,4,Thursday
2018-03-30,Credit Card Payment,127.27,debit,Checking,Mortgage & Rent,aug_personal_transactions_with_UserId.csv,credit card payment,3,Friday
2019-06-28,Chick-Fil-A,157.94,debit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,chick fil a,6,Friday
2019-11-08,Grocery Store,177.44,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,grocery store,11,Friday
2018-05-18,Pizza Place,153.68,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,pizza place,5,Friday
2019-10-16,Gas Company,12.64,debit,Platinum Card,Haircut,aug_personal_transactions_with_UserId.csv,gas company,10,Wednesday
2018-11-12,American Tavern,22.33,debit,Silver Card,Dining,aug_personal_transactions_with_UserId.csv,american tavern,11,Monday
2018-09-27,BP,131.02,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,bp,9,Thursday
2018-07-02,State Farm,185.94,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,state farm,7,Monday
2019-06-03,Credit Card Payment,76.85,debit,Silver Card,Coffee Shops,aug_personal_transactions_with_UserId.csv,credit card payment,6,Monday
2019-05-01,Credit Card Payment,47.01,credit,Platinum Card,Dining,aug_personal_transactions_with_UserId.csv,credit card payment,5,Wednesday
2024-07-21,Tv budget system book.,1821.07,expense,unknown,Entertainment,Personal_Finance_Dataset.csv,tv budget system book,7,Sunday
2018-05-20,Hardware Store,179.28,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,hardware store,5,Sunday
2018-02-22,Grocery Store,157.72,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,grocery store,2,Thursday
2018-05-28,Biweekly Paycheck,49.95,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,biweekly paycheck,5,Monday
2019-09-05,Amazon,92.99,credit,Checking,Dining,aug_personal_transactions_with_UserId.csv,amazon,9,Thursday
2018-10-11,Phone Company,89.4,debit,Checking,Mobile Phone,aug_personal_transactions_with_UserId.csv,phone company,10,Thursday
2019-07-01,Barbershop,57.38,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,barbershop,7,Monday
2019-01-27,City Water Charges,170.08,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,city water charges,1,Sunday
2018-01-31,Internet Service Provider,102.09,debit,Platinum Card,Shopping,aug_personal_transactions_with_UserId.csv,internet service provider,1,Wednesday
2019-08-17,Brewing Company,109.74,credit,Platinum Card,Credit Card Payment,aug_personal_transactions_with_UserId.csv,brewing company,8,Saturday
2019-08-10,Internet Service Provider,114.92,debit,Checking,Haircut,aug_personal_transactions_with_UserId.csv,internet service provider,8,Saturday
2018-09-22,Fancy Restaurant,170.28,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,fancy restaurant,9,Saturday
2018-07-05,Brewing Company,126.04,debit,Platinum Card,Bills & Utilities,aug_personal_transactions_with_UserId.csv,brewing company,7,Thursday
2020-11-02,Town glass road.,1817.74,expense,unknown,Bills & Utilities,Personal_Finance_Dataset.csv,town glass road,11,Monday
2023-01-28,On professional analysis color.,997.33,expense,unknown,Mortgage & Rent,Personal_Finance_Dataset.csv,on professional analysis color,1,Saturday
2021-02-11,Mr suggest issue.,1242.9,expense,unknown,Dining,Personal_Finance_Dataset.csv,mr suggest issue,2,Thursday
2018-02-04,Mortgage Payment,121.8,debit,Checking,Groceries,aug_personal_transactions_with_UserId.csv,mortgage payment,2,Sunday
2018-12-02,Biweekly Paycheck,67.46,credit,Platinum Card,Groceries,aug_personal_transactions_with_UserId.csv,biweekly paycheck,12,Sunday
2019-07-19,Amazon,138.76,credit,Checking,Income,aug_personal_transactions_with_UserId.csv,amazon,7,Friday
2018-06-28,Starbucks,137.58,debit,Checking,Dining,aug_personal_transactions_with_UserId.csv,starbucks,6,Thursday
2020-09-11,Bring animal also you.,700.94,expense,unknown,Dining,Personal_Finance_Dataset.csv,bring animal also you,9,Friday
